"model_forecast_date","commodity","futures_model_type","futures_exchange","marketing_year","MYA_price_model_forecast","MYA_price_WASDE_forecast","WASDE_forecast_date","target_price","national_loan_rate","direct_payment_rate","reference_price","CCP_effective_price_model_forecast","CCP_rate_model_forecast","CCP_effective_price_WASDE_forecast","CCP_rate_WASDE_forecast","historical_MYA_price_year1","historical_MYA_price_year2","historical_MYA_price_year3","historical_MYA_price_year4","historical_MYA_price_year5","historical_MYA_5year_range","historical_MYA_price_5year_Olympic_average","effective_reference_price","effective_price_model_forecast","PLC_payment_rate_model_forecast","effective_price_WASDE_forecast","PLC_payment_rate_WASDE_forecast","maximum_PLC_payment_rate","ARC_annual_benchmark_price_year1","ARC_annual_benchmark_price_year2","ARC_annual_benchmark_price_year3","ARC_annual_benchmark_price_year4","ARC_annual_benchmark_price_year5","ARC_annual_benchmark_price_5year_range","ARC_CO_benchmark_price","ARC_CO_price_model_forecast","ARC_CO_price_WASDE_forecast","ARC_IC_price_model_forecast","ARC_IC_price_WASDE_forecast","actual_MYA_price","price_unit"
2010-06-24,"Soybeans","Single contract","CBOT",2010,8.776143,8.75,"6/10/2010",6,5,0.44,NA,9.216143,0,9.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-06-24,"Soybeans","Single contract","CBOT",2011,8.833525,NA,NA,6,5,0.44,NA,9.273525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-06-24,"Wheat","Single contract","CBOT",2009,4.900164,4.85,"6/10/2010",3.92,2.75,0.52,NA,5.420164,0,5.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,"U.S. dollars per bushel"
2010-06-24,"Wheat","Single contract","CBOT",2010,4.836392,4.4,"6/10/2010",4.17,2.94,0.52,NA,5.356392,0,4.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-06-24,"Wheat","Single contract","CBOT",2011,5.779022,NA,NA,4.17,2.94,0.52,NA,6.299022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-06-24,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2009,4.900164,4.85,"6/10/2010",3.92,2.75,0.52,NA,5.420164,0,5.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,"U.S. dollars per bushel"
2010-07-01,"Corn","Single contract","CBOT",2009,3.536393,3.55,"6/10/2010",2.63,1.95,0.28,NA,3.816393,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-07-01,"Corn","Single contract","CBOT",2010,3.729844,3.6,"6/10/2010",2.63,1.95,0.28,NA,4.009844,0,3.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-07-01,"Corn","Single contract","CBOT",2011,3.973868,NA,NA,2.63,1.95,0.28,NA,4.253868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-07-01,"Soybeans","Single contract","CBOT",2009,9.486052,9.5,"6/10/2010",5.8,5,0.44,NA,9.926052,0,9.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-07-01,"Soybeans","Single contract","CBOT",2010,8.721178,8.75,"6/10/2010",6,5,0.44,NA,9.161178,0,9.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-07-01,"Soybeans","Single contract","CBOT",2011,8.826025,NA,NA,6,5,0.44,NA,9.266025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-07-01,"Wheat","Single contract","CBOT",2010,4.84824,4.4,"6/10/2010",4.17,2.94,0.52,NA,5.36824,0,4.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-01,"Wheat","Single contract","CBOT",2011,5.807343,NA,NA,4.17,2.94,0.52,NA,6.327343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-01,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,4.63623,4.4,"6/10/2010",4.17,2.94,0.52,NA,5.15623,0,4.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-01,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,5.389244,NA,NA,4.17,2.94,0.52,NA,5.909244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-08,"Corn","Single contract","CBOT",2009,3.551902,3.55,"6/10/2010",2.63,1.95,0.28,NA,3.831902,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-07-08,"Corn","Single contract","CBOT",2010,3.836562,3.6,"6/10/2010",2.63,1.95,0.28,NA,4.116562,0,3.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-07-08,"Corn","Single contract","CBOT",2011,4.007997,NA,NA,2.63,1.95,0.28,NA,4.287997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-07-08,"Soybeans","Single contract","CBOT",2009,9.526888,9.5,"6/10/2010",5.8,5,0.44,NA,9.966888,0,9.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-07-08,"Soybeans","Single contract","CBOT",2010,9.096382,8.75,"6/10/2010",6,5,0.44,NA,9.536382,0,9.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-07-08,"Soybeans","Single contract","CBOT",2011,9.148525,NA,NA,6,5,0.44,NA,9.588525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-07-08,"Wheat","Single contract","CBOT",2010,5.299992,4.4,"6/10/2010",4.17,2.94,0.52,NA,5.819992,0,4.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-08,"Wheat","Single contract","CBOT",2011,6.217084,NA,NA,4.17,2.94,0.52,NA,6.737084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-08,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,5.080409,4.4,"6/10/2010",4.17,2.94,0.52,NA,5.600409,0,4.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-08,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,5.840294,NA,NA,4.17,2.94,0.52,NA,6.360294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-15,"Corn","Single contract","CBOT",2009,3.560764,3.55,"7/9/2010",2.63,1.95,0.28,NA,3.840764,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-07-15,"Corn","Single contract","CBOT",2010,3.918916,3.75,"7/9/2010",2.63,1.95,0.28,NA,4.198916,0,4.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-07-15,"Corn","Single contract","CBOT",2011,4.112596,NA,NA,2.63,1.95,0.28,NA,4.392596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-07-15,"Soybeans","Single contract","CBOT",2009,9.563524,9.55,"7/9/2010",5.8,5,0.44,NA,10.003524,0,9.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-07-15,"Soybeans","Single contract","CBOT",2010,9.486152,8.85,"7/9/2010",6,5,0.44,NA,9.926152,0,9.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-07-15,"Soybeans","Single contract","CBOT",2011,9.487917,NA,NA,6,5,0.44,NA,9.927917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-07-15,"Wheat","Single contract","CBOT",2010,5.686404,4.6,"7/9/2010",4.17,2.94,0.52,NA,6.206404,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-15,"Wheat","Single contract","CBOT",2011,6.492072,NA,NA,4.17,2.94,0.52,NA,7.012072,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-15,"Wheat","Single contract","CBOT",2012,6.822977,NA,NA,4.17,2.94,0.52,NA,7.342977,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,"U.S. dollars per bushel"
2010-07-15,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,5.450765,4.6,"7/9/2010",4.17,2.94,0.52,NA,5.970765,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-15,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,6.160541,NA,NA,4.17,2.94,0.52,NA,6.680541,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-22,"Corn","Single contract","CBOT",2009,3.540508,3.55,"7/9/2010",2.63,1.95,0.28,NA,3.820508,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-07-22,"Corn","Single contract","CBOT",2010,3.79171,3.75,"7/9/2010",2.63,1.95,0.28,NA,4.07171,0,4.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-07-22,"Corn","Single contract","CBOT",2011,4.048773,NA,NA,2.63,1.95,0.28,NA,4.328773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-07-22,"Soybeans","Single contract","CBOT",2009,9.557446,9.55,"7/9/2010",5.8,5,0.44,NA,9.997446,0,9.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-07-22,"Soybeans","Single contract","CBOT",2010,9.426621,8.85,"7/9/2010",6,5,0.44,NA,9.866621,0,9.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-07-22,"Soybeans","Single contract","CBOT",2011,9.406871,NA,NA,6,5,0.44,NA,9.846871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-07-22,"Wheat","Single contract","CBOT",2010,5.717514,4.6,"7/9/2010",4.17,2.94,0.52,NA,6.237514,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-22,"Wheat","Single contract","CBOT",2011,6.546377,NA,NA,4.17,2.94,0.52,NA,7.066377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-22,"Wheat","Single contract","CBOT",2012,6.794635,NA,NA,4.17,2.94,0.52,NA,7.314635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,"U.S. dollars per bushel"
2010-07-22,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,5.506632,4.6,"7/9/2010",4.17,2.94,0.52,NA,6.026632,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-22,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,6.217042,NA,NA,4.17,2.94,0.52,NA,6.737042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-29,"Corn","Single contract","CBOT",2009,3.543989,3.55,"7/9/2010",2.63,1.95,0.28,NA,3.823989,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-07-29,"Corn","Single contract","CBOT",2010,3.825085,3.75,"7/9/2010",2.63,1.95,0.28,NA,4.105085,0,4.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-07-29,"Corn","Single contract","CBOT",2011,4.104588,NA,NA,2.63,1.95,0.28,NA,4.384588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-07-29,"Soybeans","Single contract","CBOT",2009,9.56366,9.55,"7/9/2010",5.8,5,0.44,NA,10.00366,0,9.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-07-29,"Soybeans","Single contract","CBOT",2010,9.502094,8.85,"7/9/2010",6,5,0.44,NA,9.942094,0,9.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-07-29,"Soybeans","Single contract","CBOT",2011,9.459334,NA,NA,6,5,0.44,NA,9.899334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-07-29,"Wheat","Single contract","CBOT",2010,5.994652,4.6,"7/9/2010",4.17,2.94,0.52,NA,6.514652,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-29,"Wheat","Single contract","CBOT",2011,6.780969,NA,NA,4.17,2.94,0.52,NA,7.300969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-07-29,"Wheat","Single contract","CBOT",2012,6.957467,NA,NA,4.17,2.94,0.52,NA,7.477467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,"U.S. dollars per bushel"
2010-07-29,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,5.8013,4.6,"7/9/2010",4.17,2.94,0.52,NA,6.3213,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-07-29,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,6.438149,NA,NA,4.17,2.94,0.52,NA,6.958149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-08-05,"Corn","Single contract","CBOT",2009,3.56509,3.55,"7/9/2010",2.63,1.95,0.28,NA,3.84509,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-08-05,"Corn","Single contract","CBOT",2010,4.047083,3.75,"7/9/2010",2.63,1.95,0.28,NA,4.327083,0,4.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-08-05,"Corn","Single contract","CBOT",2011,4.191573,NA,NA,2.63,1.95,0.28,NA,4.471573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-08-05,"Soybeans","Single contract","CBOT",2009,9.594364,9.55,"7/9/2010",5.8,5,0.44,NA,10.034364,0,9.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-08-05,"Soybeans","Single contract","CBOT",2010,9.872842,8.85,"7/9/2010",6,5,0.44,NA,10.312842,0,9.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-08-05,"Soybeans","Single contract","CBOT",2011,9.707228,NA,NA,6,5,0.44,NA,10.147228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-08-05,"Wheat","Single contract","CBOT",2010,6.768381,4.6,"7/9/2010",4.17,2.94,0.52,NA,7.288381,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-08-05,"Wheat","Single contract","CBOT",2011,7.467247,NA,NA,4.17,2.94,0.52,NA,7.987247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-08-05,"Wheat","Single contract","CBOT",2012,7.216399,NA,NA,4.17,2.94,0.52,NA,7.736399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,"U.S. dollars per bushel"
2010-08-05,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,6.481869,4.6,"7/9/2010",4.17,2.94,0.52,NA,7.001869,0,5.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-08-05,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,6.991606,NA,NA,4.17,2.94,0.52,NA,7.511606,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-08-12,"Corn","Single contract","CBOT",2009,3.566702,3.55,"8/12/2010",2.63,1.95,0.28,NA,3.846702,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-08-12,"Corn","Single contract","CBOT",2010,4.091896,3.8,"8/12/2010",2.63,1.95,0.28,NA,4.371896,0,4.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-08-12,"Corn","Single contract","CBOT",2011,4.21452,NA,NA,2.63,1.95,0.28,NA,4.49452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
2010-08-12,"Soybeans","Single contract","CBOT",2009,9.590514,9.6,"8/12/2010",5.8,5,0.44,NA,10.030514,0,10.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,"U.S. dollars per bushel"
2010-08-12,"Soybeans","Single contract","CBOT",2010,9.880574,9.25,"8/12/2010",6,5,0.44,NA,10.320574,0,9.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,"U.S. dollars per bushel"
2010-08-12,"Soybeans","Single contract","CBOT",2011,9.695196,NA,NA,6,5,0.44,NA,10.135196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,"U.S. dollars per bushel"
2010-08-12,"Wheat","Single contract","CBOT",2010,6.339552,5.1,"8/12/2010",4.17,2.94,0.52,NA,6.859552,0,5.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-08-12,"Wheat","Single contract","CBOT",2011,6.980275,NA,NA,4.17,2.94,0.52,NA,7.500275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-08-12,"Wheat","Single contract","CBOT",2012,7.012909,NA,NA,4.17,2.94,0.52,NA,7.532909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,"U.S. dollars per bushel"
2010-08-12,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2010,6.098673,5.1,"8/12/2010",4.17,2.94,0.52,NA,6.618673,0,5.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,"U.S. dollars per bushel"
2010-08-12,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2011,6.513372,NA,NA,4.17,2.94,0.52,NA,7.033372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,"U.S. dollars per bushel"
2010-08-19,"Corn","Single contract","CBOT",2009,3.57139,3.55,"8/12/2010",2.63,1.95,0.28,NA,3.85139,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,"U.S. dollars per bushel"
2010-08-19,"Corn","Single contract","CBOT",2010,4.149704,3.8,"8/12/2010",2.63,1.95,0.28,NA,4.429704,0,4.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,"U.S. dollars per bushel"
2010-08-19,"Corn","Single contract","CBOT",2011,4.167774,NA,NA,2.63,1.95,0.28,NA,4.447774,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,"U.S. dollars per bushel"
